claim_id,policy_number,policyholder_name,claim_date,incident_date,incident_type,claim_amount,approved_amount,status,adjuster_name,fraud_flag,fraud_score,region,policy_type,deductible,settlement_date,processing_days
CLM-0374,POL-370328,Customer_0374,2024-10-15,2024-10-09,Property Damage,227970.91,0.0,Denied,James Wilson,False,0.35,East,Life,0,2024-12-09,55
CLM-0375,POL-431246,Customer_0375,2024-07-17,2024-07-06,Liability,27976.58,0.0,Pending,Lisa Anderson,False,0.09,North,Liability,1000,,26
CLM-0376,POL-516760,Customer_0376,2025-07-07,2025-07-06,Property Damage,69019.21,0.0,Under Review,James Wilson,False,0.25,West,Liability,2000,,22
CLM-0377,POL-911801,Customer_0377,2025-09-05,2025-08-28,Fire Damage,157531.99,0.0,Denied,Lisa Anderson,False,0.13,Central,Life,0,2025-10-22,47
CLM-0378,POL-939756,Customer_0378,2024-12-02,2024-11-19,Fire Damage,316497.07,310071.57,Settled,Aisha Mohammed,False,0.17,North,Property,1000,2025-01-17,46
CLM-0379,POL-488848,Customer_0379,2024-08-25,2024-08-23,Theft,24111.76,0.0,Denied,Michael Chen,False,0.03,North,Auto,1500,2024-09-25,31
CLM-0380,POL-618382,Customer_0380,2024-08-19,2024-08-08,Theft,15036.99,0.0,Pending,Robert Taylor,False,0.33,West,Liability,1000,,21
CLM-0381,POL-277715,Customer_0381,2024-07-14,2024-07-11,Fire Damage,27939.6,0.0,Denied,Sarah Johnson,False,0.28,Central,Health,1000,2024-10-03,81
CLM-0382,POL-642892,Customer_0382,2025-07-07,2025-07-04,Liability,199379.34,181807.87,Approved,Sarah Johnson,False,0.17,North,Property,2500,2025-08-04,28
CLM-0383,POL-735818,Customer_0383,2024-09-23,2024-09-09,Auto Collision,68795.66,0.0,Pending,James Wilson,False,0.33,Central,Health,500,,8
CLM-0384,POL-456480,Customer_0384,2025-10-23,2025-10-09,Theft,9576.7,0.0,Under Review,Michael Chen,False,0.04,Central,Auto,1500,,10
CLM-0385,POL-814703,Customer_0385,2025-12-12,2025-12-08,Natural Disaster,483367.17,398907.19,Settled,Robert Taylor,False,0.38,Central,Health,250,2026-02-11,61
CLM-0386,POL-470248,Customer_0386,2024-08-05,2024-07-29,Auto Collision,48257.31,48145.32,Settled,Aisha Mohammed,False,0.32,East,Auto,1500,2024-09-29,55
CLM-0387,POL-287155,Customer_0387,2024-07-21,2024-07-10,Fire Damage,50808.63,0.0,Under Review,Robert Taylor,False,0.14,East,Property,5000,,18
CLM-0388,POL-346269,Customer_0388,2025-05-23,2025-05-18,Property Damage,237043.94,0.0,Denied,James Wilson,False,0.08,Central,Health,1000,2025-06-20,28
CLM-0389,POL-616596,Customer_0389,2025-04-01,2025-03-29,Property Damage,92226.71,0.0,Pending,Thomas Brown,False,0.04,South,Property,1000,,22
CLM-0390,POL-393880,Customer_0390,2024-07-19,2024-07-07,Fire Damage,157910.67,114669.48,Settled,Lisa Anderson,False,0.2,Central,Auto,1500,2024-09-25,68
CLM-0391,POL-512842,Customer_0391,2025-02-25,2025-02-13,Natural Disaster,401642.26,0.0,Pending,Priya Patel,False,0.02,South,Auto,1000,,12
CLM-0392,POL-441244,Customer_0392,2025-10-13,2025-10-12,Liability,139396.06,0.0,Under Review,David Kim,False,0.16,Central,Life,0,,4
CLM-0393,POL-320759,Customer_0393,2025-03-25,2025-03-23,Natural Disaster,240959.23,0.0,Under Review,Lisa Anderson,False,0.08,East,Property,5000,,14
CLM-0394,POL-943146,Customer_0394,2025-07-22,2025-07-17,Fire Damage,84257.35,54974.19,Settled,James Wilson,False,0.33,West,Health,1000,2025-08-28,37
CLM-0395,POL-642121,Customer_0395,2025-09-29,2025-09-16,Theft,24176.36,0.0,Denied,Aisha Mohammed,False,0.2,South,Property,1000,2025-12-21,83
CLM-0396,POL-325933,Customer_0396,2025-06-01,2025-05-20,Theft,43066.6,0.0,Pending,Maria Garcia,False,0.28,East,Health,250,,2
CLM-0397,POL-460857,Customer_0397,2025-11-13,2025-10-31,Liability,55654.98,0.0,Under Review,Sarah Johnson,False,0.37,North,Life,0,,9
CLM-0398,POL-472358,Customer_0398,2025-08-27,2025-08-26,Medical Claim,86596.22,0.0,Pending,David Kim,False,0.39,Central,Property,5000,,10
CLM-0399,POL-542306,Customer_0399,2025-12-12,2025-12-05,Fire Damage,251260.55,197365.37,Settled,Thomas Brown,False,0.26,West,Auto,500,2026-01-27,46
CLM-0400,POL-775958,Customer_0400,2025-09-01,2025-08-19,Auto Collision,18659.91,0.0,Under Review,Lisa Anderson,False,0.29,North,Property,2500,,20
CLM-0401,POL-863124,Customer_0401,2025-04-18,2025-04-04,Theft,48310.78,0.0,Pending,James Wilson,False,0.34,East,Liability,2000,,5
CLM-0402,POL-156440,Customer_0402,2025-03-26,2025-03-15,Liability,82423.89,0.0,Denied,Sarah Johnson,True,0.95,North,Property,1000,2025-06-07,73
CLM-0403,POL-340497,Customer_0403,2025-08-19,2025-08-11,Fire Damage,252969.34,0.0,Under Review,James Wilson,False,0.36,North,Auto,500,,10
CLM-0404,POL-440998,Customer_0404,2025-04-24,2025-04-17,Liability,168510.97,0.0,Pending,Robert Taylor,True,0.77,South,Property,1000,,30
CLM-0405,POL-691380,Customer_0405,2025-11-04,2025-10-22,Natural Disaster,76206.3,74636.03,Settled,Lisa Anderson,False,0.19,East,Liability,1000,2026-01-27,84
CLM-0406,POL-532227,Customer_0406,2025-12-29,2025-12-19,Liability,98922.08,0.0,Under Review,Maria Garcia,False,0.18,Central,Health,250,,12
CLM-0407,POL-892170,Customer_0407,2024-12-11,2024-12-07,Auto Collision,27103.6,0.0,Denied,Robert Taylor,False,0.28,North,Liability,2000,2025-02-14,65
CLM-0408,POL-687783,Customer_0408,2025-05-03,2025-05-03,Fire Damage,104017.93,0.0,Pending,Lisa Anderson,False,0.08,West,Health,250,,29
CLM-0409,POL-946803,Customer_0409,2025-08-12,2025-08-09,Property Damage,69430.17,0.0,Denied,Maria Garcia,False,0.21,West,Life,0,2025-11-01,81
CLM-0410,POL-574760,Customer_0410,2025-04-28,2025-04-18,Liability,41660.12,26136.96,Settled,Maria Garcia,False,0.26,Central,Health,250,2025-07-19,82
CLM-0411,POL-862427,Customer_0411,2025-11-19,2025-11-16,Medical Claim,145472.57,88571.32,Approved,Sarah Johnson,False,0.06,North,Property,1000,2026-01-17,59
CLM-0412,POL-586208,Customer_0412,2025-02-25,2025-02-24,Property Damage,88768.65,0.0,Denied,Sarah Johnson,False,0.2,North,Life,0,2025-04-16,50
CLM-0413,POL-982417,Customer_0413,2025-06-05,2025-06-04,Fire Damage,313626.37,0.0,Under Review,Maria Garcia,False,0.08,South,Auto,500,,29
CLM-0414,POL-646453,Customer_0414,2025-08-08,2025-07-26,Auto Collision,58299.45,45309.42,Settled,James Wilson,False,0.09,North,Property,5000,2025-08-23,15
CLM-0415,POL-365617,Customer_0415,2025-11-03,2025-10-28,Liability,127687.03,0.0,Denied,Robert Taylor,False,0.22,East,Health,250,2025-11-21,18
CLM-0416,POL-515035,Customer_0416,2025-05-05,2025-05-02,Medical Claim,35776.89,27679.32,Approved,James Wilson,False,0.12,North,Property,1000,2025-05-23,18
CLM-0417,POL-748696,Customer_0417,2024-07-10,2024-07-10,Natural Disaster,191985.35,0.0,Denied,David Kim,False,0.2,West,Liability,1000,2024-10-08,90
CLM-0418,POL-122390,Customer_0418,2024-08-31,2024-08-31,Medical Claim,19311.2,13384.01,Approved,Lisa Anderson,False,0.18,South,Liability,2000,2024-09-27,27
CLM-0419,POL-670027,Customer_0419,2025-07-13,2025-07-02,Property Damage,178123.36,146704.17,Settled,David Kim,False,0.08,East,Auto,1500,2025-08-08,26
CLM-0420,POL-484945,Customer_0420,2025-06-08,2025-05-28,Theft,8856.83,0.0,Pending,Robert Taylor,False,0.33,East,Liability,1000,,18
CLM-0421,POL-790266,Customer_0421,2024-07-13,2024-07-01,Liability,177171.81,0.0,Denied,Aisha Mohammed,False,0.1,Central,Life,0,2024-07-24,11
CLM-0422,POL-648615,Customer_0422,2025-08-04,2025-08-01,Natural Disaster,310389.23,0.0,Denied,Michael Chen,False,0.14,West,Liability,2000,2025-08-19,15
CLM-0423,POL-789880,Customer_0423,2024-08-27,2024-08-14,Property Damage,31228.52,0.0,Denied,Robert Taylor,False,0.23,South,Auto,500,2024-10-18,52
CLM-0424,POL-615276,Customer_0424,2025-12-30,2025-12-21,Liability,76439.03,64390.82,Approved,Michael Chen,True,0.96,Central,Health,250,2026-03-26,86
CLM-0425,POL-963652,Customer_0425,2025-11-04,2025-10-23,Liability,149978.1,0.0,Pending,Thomas Brown,False,0.32,North,Health,500,,2
CLM-0426,POL-298663,Customer_0426,2025-04-07,2025-03-30,Auto Collision,70956.05,69837.41,Approved,James Wilson,False,0.1,North,Health,250,2025-05-29,52
CLM-0427,POL-475351,Customer_0427,2025-12-31,2025-12-21,Property Damage,188552.62,0.0,Pending,Robert Taylor,False,0.31,Central,Property,2500,,19
CLM-0428,POL-564531,Customer_0428,2025-09-25,2025-09-11,Auto Collision,31313.67,0.0,Pending,David Kim,False,0.22,South,Property,2500,,20
CLM-0429,POL-880746,Customer_0429,2025-05-27,2025-05-19,Medical Claim,124010.17,90450.58,Settled,Maria Garcia,False,0.09,East,Life,0,2025-08-08,73
CLM-0430,POL-414922,Customer_0430,2025-07-11,2025-07-04,Theft,49164.87,41215.16,Approved,James Wilson,False,0.36,West,Auto,1500,2025-07-14,3
CLM-0431,POL-582732,Customer_0431,2025-02-18,2025-02-05,Medical Claim,76935.09,0.0,Pending,David Kim,False,0.07,North,Health,1000,,2
CLM-0432,POL-869933,Customer_0432,2024-12-09,2024-12-07,Medical Claim,35332.63,0.0,Denied,Michael Chen,False,0.17,East,Liability,2000,2025-01-08,30
CLM-0433,POL-947607,Customer_0433,2025-06-10,2025-05-29,Theft,41156.25,0.0,Pending,Thomas Brown,False,0.13,South,Life,0,,24
CLM-0434,POL-907812,Customer_0434,2025-07-27,2025-07-26,Fire Damage,353720.11,0.0,Under Review,James Wilson,False,0.35,North,Health,500,,28
CLM-0435,POL-831663,Customer_0435,2024-07-22,2024-07-12,Fire Damage,216887.59,0.0,Under Review,James Wilson,False,0.07,West,Auto,1000,,17
CLM-0436,POL-255202,Customer_0436,2024-12-04,2024-12-04,Liability,117174.7,0.0,Pending,Priya Patel,False,0.12,West,Life,0,,13
CLM-0437,POL-236708,Customer_0437,2025-06-11,2025-06-10,Theft,20560.37,0.0,Pending,Priya Patel,False,0.18,Central,Auto,500,,23
CLM-0438,POL-439121,Customer_0438,2025-11-13,2025-11-05,Property Damage,53044.33,0.0,Pending,Thomas Brown,False,0.11,West,Life,0,,14
CLM-0439,POL-419625,Customer_0439,2024-10-01,2024-09-30,Liability,72920.03,0.0,Under Review,Priya Patel,False,0.27,West,Life,0,,25
CLM-0440,POL-217830,Customer_0440,2025-07-03,2025-06-24,Fire Damage,184578.42,0.0,Denied,Sarah Johnson,False,0.16,West,Liability,1000,2025-07-16,13
CLM-0441,POL-319162,Customer_0441,2025-03-15,2025-03-06,Property Damage,174979.83,0.0,Under Review,Aisha Mohammed,False,0.19,East,Auto,500,,11
CLM-0442,POL-119281,Customer_0442,2025-02-05,2025-02-02,Natural Disaster,246682.9,0.0,Pending,Lisa Anderson,False,0.28,Central,Health,1000,,22
CLM-0443,POL-108739,Customer_0443,2025-12-22,2025-12-22,Medical Claim,30504.06,0.0,Under Review,Michael Chen,False,0.03,South,Auto,1500,,21
CLM-0444,POL-430779,Customer_0444,2025-08-12,2025-08-02,Medical Claim,44228.09,42165.33,Approved,Robert Taylor,False,0.16,East,Auto,1000,2025-08-27,15
CLM-0445,POL-449773,Customer_0445,2024-10-01,2024-09-29,Property Damage,231955.74,0.0,Pending,Robert Taylor,True,0.96,Central,Life,0,,10
CLM-0446,POL-389279,Customer_0446,2025-08-18,2025-08-07,Property Damage,92067.64,0.0,Under Review,Sarah Johnson,False,0.39,North,Health,500,,17
CLM-0447,POL-865344,Customer_0447,2025-04-04,2025-03-21,Theft,12053.55,0.0,Under Review,Lisa Anderson,False,0.27,North,Liability,2000,,3
CLM-0448,POL-570988,Customer_0448,2025-12-26,2025-12-16,Natural Disaster,290720.29,0.0,Denied,Aisha Mohammed,False,0.36,South,Life,0,2026-02-09,45
CLM-0449,POL-649249,Customer_0449,2024-11-15,2024-11-12,Liability,138389.48,0.0,Pending,Priya Patel,False,0.13,South,Liability,1000,,23
CLM-0450,POL-862398,Customer_0450,2025-09-28,2025-09-14,Fire Damage,137236.04,0.0,Denied,Sarah Johnson,False,0.34,South,Liability,1000,2025-10-19,21
CLM-0451,POL-211957,Customer_0451,2025-06-06,2025-05-23,Theft,37534.88,34857.87,Settled,Priya Patel,False,0.12,West,Health,1000,2025-07-03,27
CLM-0452,POL-476712,Customer_0452,2025-01-06,2025-01-06,Fire Damage,248157.74,0.0,Under Review,Michael Chen,False,0.1,Central,Liability,1000,,1
CLM-0453,POL-337264,Customer_0453,2025-11-03,2025-11-01,Natural Disaster,100148.47,0.0,Under Review,Sarah Johnson,False,0.06,Central,Life,0,,7
CLM-0454,POL-747033,Customer_0454,2025-09-04,2025-08-23,Auto Collision,56192.77,0.0,Denied,Robert Taylor,False,0.04,East,Life,0,2025-11-02,59
CLM-0455,POL-722650,Customer_0455,2025-06-11,2025-05-29,Theft,39034.52,32912.81,Settled,Aisha Mohammed,False,0.16,South,Life,0,2025-08-26,76
CLM-0456,POL-514828,Customer_0456,2025-12-30,2025-12-20,Liability,93063.87,86624.23,Approved,Sarah Johnson,False,0.11,North,Liability,1000,2026-03-11,71
CLM-0457,POL-542983,Customer_0457,2025-08-09,2025-08-01,Fire Damage,184228.24,0.0,Under Review,Maria Garcia,False,0.12,North,Property,2500,,6
CLM-0458,POL-241879,Customer_0458,2024-09-05,2024-08-25,Natural Disaster,54316.0,43467.09,Settled,Lisa Anderson,False,0.38,South,Life,0,2024-11-16,72
CLM-0459,POL-825318,Customer_0459,2025-09-02,2025-08-28,Theft,29925.46,26485.64,Settled,Priya Patel,False,0.05,North,Property,1000,2025-10-16,44
CLM-0460,POL-499095,Customer_0460,2024-11-05,2024-11-04,Auto Collision,40238.66,30325.26,Approved,Sarah Johnson,False,0.07,West,Health,1000,2025-01-17,73
CLM-0461,POL-424553,Customer_0461,2025-01-05,2024-12-22,Medical Claim,130388.37,0.0,Denied,Robert Taylor,False,0.03,Central,Property,1000,2025-02-16,42
CLM-0462,POL-669902,Customer_0462,2025-05-02,2025-04-22,Property Damage,5865.56,0.0,Denied,Sarah Johnson,True,0.82,North,Property,2500,2025-07-07,66
CLM-0463,POL-759172,Customer_0463,2025-11-21,2025-11-18,Property Damage,105487.08,66642.73,Settled,Aisha Mohammed,False,0.22,Central,Life,0,2026-02-11,82
CLM-0464,POL-447195,Customer_0464,2025-01-29,2025-01-29,Property Damage,13996.66,0.0,Under Review,Michael Chen,False,0.34,South,Auto,500,,10
CLM-0465,POL-286037,Customer_0465,2024-08-21,2024-08-20,Theft,30943.4,0.0,Under Review,Robert Taylor,False,0.23,South,Property,5000,,18
CLM-0466,POL-677210,Customer_0466,2025-07-18,2025-07-04,Auto Collision,28905.57,0.0,Under Review,Michael Chen,False,0.31,North,Health,500,,27
CLM-0467,POL-214611,Customer_0467,2025-05-03,2025-04-26,Property Damage,134127.92,0.0,Under Review,Thomas Brown,False,0.09,North,Health,1000,,2
CLM-0468,POL-744129,Customer_0468,2024-10-05,2024-09-28,Liability,123724.7,89897.8,Settled,Thomas Brown,False,0.25,Central,Health,1000,2024-10-24,19
CLM-0469,POL-223949,Customer_0469,2025-11-29,2025-11-21,Liability,177314.42,0.0,Denied,Sarah Johnson,False,0.39,West,Life,0,2025-12-02,3
CLM-0470,POL-768470,Customer_0470,2025-10-30,2025-10-20,Fire Damage,399610.0,0.0,Pending,James Wilson,True,0.77,North,Property,2500,,26
CLM-0471,POL-457943,Customer_0471,2024-07-22,2024-07-12,Property Damage,80404.27,64538.57,Approved,Lisa Anderson,False,0.05,East,Health,500,2024-09-05,45
CLM-0472,POL-242348,Customer_0472,2024-08-12,2024-07-30,Property Damage,230958.54,0.0,Under Review,Robert Taylor,False,0.32,South,Health,500,,21
CLM-0473,POL-860180,Customer_0473,2024-12-17,2024-12-07,Theft,39415.46,30175.74,Settled,David Kim,True,0.83,Central,Health,1000,2025-03-02,75
CLM-0474,POL-983326,Customer_0474,2024-07-23,2024-07-20,Natural Disaster,485110.51,345487.95,Approved,Priya Patel,False,0.16,East,Health,250,2024-10-02,71
CLM-0475,POL-489633,Customer_0475,2025-08-05,2025-08-03,Natural Disaster,357821.61,0.0,Under Review,Robert Taylor,False,0.2,North,Health,500,,8
CLM-0476,POL-937838,Customer_0476,2025-05-09,2025-05-06,Natural Disaster,193365.69,118911.78,Approved,Robert Taylor,False,0.18,East,Property,1000,2025-05-15,6
CLM-0477,POL-641218,Customer_0477,2025-11-27,2025-11-25,Property Damage,81037.88,0.0,Pending,Priya Patel,False,0.35,East,Life,0,,27
CLM-0478,POL-191305,Customer_0478,2025-02-07,2025-01-27,Auto Collision,10456.03,0.0,Pending,David Kim,False,0.28,West,Life,0,,20
CLM-0479,POL-301898,Customer_0479,2025-11-05,2025-10-22,Auto Collision,3641.06,0.0,Under Review,Maria Garcia,False,0.09,North,Liability,2000,,7
CLM-0480,POL-639031,Customer_0480,2025-04-18,2025-04-10,Medical Claim,22823.45,0.0,Under Review,Michael Chen,False,0.38,West,Auto,1000,,18
CLM-0481,POL-174703,Customer_0481,2025-02-05,2025-01-28,Medical Claim,21662.75,0.0,Under Review,Maria Garcia,False,0.23,Central,Health,1000,,6
CLM-0482,POL-287677,Customer_0482,2025-06-20,2025-06-12,Theft,24066.04,20942.23,Approved,Thomas Brown,False,0.04,North,Property,1000,2025-08-12,53
CLM-0483,POL-695370,Customer_0483,2025-10-09,2025-09-30,Medical Claim,107078.35,0.0,Denied,Priya Patel,False,0.04,East,Health,1000,2025-12-10,62
CLM-0484,POL-746910,Customer_0484,2024-10-17,2024-10-04,Fire Damage,134500.8,115370.41,Settled,Maria Garcia,False,0.38,West,Auto,1000,2024-11-07,21
CLM-0485,POL-395968,Customer_0485,2025-07-14,2025-07-08,Property Damage,124439.15,77917.09,Settled,David Kim,False,0.19,East,Health,250,2025-08-07,24
CLM-0486,POL-719221,Customer_0486,2024-11-16,2024-11-08,Auto Collision,42598.94,0.0,Under Review,Lisa Anderson,False,0.22,West,Auto,500,,13
CLM-0487,POL-694764,Customer_0487,2025-03-11,2025-03-02,Property Damage,99035.03,72918.07,Settled,David Kim,False,0.32,Central,Property,5000,2025-05-08,58
CLM-0488,POL-422998,Customer_0488,2025-03-01,2025-02-27,Liability,27292.96,22883.24,Settled,Lisa Anderson,False,0.33,North,Liability,2000,2025-03-26,25
CLM-0489,POL-708979,Customer_0489,2024-09-19,2024-09-10,Auto Collision,38083.55,0.0,Under Review,Sarah Johnson,False,0.33,Central,Life,0,,29
CLM-0490,POL-414295,Customer_0490,2024-12-08,2024-11-28,Property Damage,100545.75,0.0,Under Review,Thomas Brown,False,0.28,West,Liability,2000,,11
CLM-0491,POL-165442,Customer_0491,2025-05-22,2025-05-08,Theft,1397.84,0.0,Pending,David Kim,False,0.06,East,Auto,1500,,10
CLM-0492,POL-433580,Customer_0492,2024-08-24,2024-08-24,Liability,172943.33,163651.41,Approved,Lisa Anderson,False,0.24,Central,Health,250,2024-11-15,83
CLM-0493,POL-980764,Customer_0493,2025-08-26,2025-08-20,Theft,24268.7,0.0,Denied,Lisa Anderson,False,0.34,Central,Property,1000,2025-10-14,49
CLM-0494,POL-188776,Customer_0494,2024-12-09,2024-12-05,Fire Damage,42622.21,25841.13,Approved,Priya Patel,False,0.27,South,Property,5000,2024-12-29,20
CLM-0495,POL-336706,Customer_0495,2025-09-12,2025-08-30,Theft,9810.07,0.0,Pending,Priya Patel,False,0.19,Central,Life,0,,12
CLM-0496,POL-135087,Customer_0496,2025-09-17,2025-09-08,Auto Collision,53985.49,0.0,Denied,Sarah Johnson,False,0.22,Central,Life,0,2025-11-05,49
CLM-0497,POL-192742,Customer_0497,2025-11-18,2025-11-07,Medical Claim,144279.79,91188.47,Settled,James Wilson,False,0.04,North,Liability,2000,2026-02-07,81
CLM-0498,POL-591644,Customer_0498,2025-11-06,2025-10-27,Liability,65937.45,0.0,Pending,Robert Taylor,False,0.22,North,Liability,1000,,1
CLM-0499,POL-885829,Customer_0499,2025-12-21,2025-12-07,Theft,18292.81,18130.08,Settled,Maria Garcia,False,0.02,Central,Health,500,2026-03-10,79
CLM-0500,POL-608307,Customer_0500,2025-03-24,2025-03-24,Liability,116707.7,0.0,Denied,Michael Chen,False,0.25,West,Liability,2000,2025-05-02,39
